province,region,country,date,day.maxtemp_c,day.maxwind_kph,day.totalprecip_mm,day.avghumidity,day.uv,day.daily_will_it_rain
Thừa Thiên - Huế,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-12-29,22.3,9.5,2.3,93,5.0,1
Tiền Giang,Đồng Bằng Sông Cửu Long,Vietnam,2024-12-29,30.4,9.4,0.0,80,7.0,0
Trà Vinh,Đồng Bằng Sông Cửu Long,Vietnam,2024-12-29,29.8,10.8,1.1,81,6.0,1
Tuyên Quang,Trung du và miền núi Bắc Bộ,Vietnam,2024-12-29,23.4,15.1,0.0,58,6.0,0
Vĩnh Long,Đồng Bằng Sông Cửu Long,Vietnam,2024-12-29,30.2,15.1,0.0,78,7.0,0
Vĩnh Phúc,Đồng Bằng Sông Hồng,Vietnam,2024-12-29,23.4,15.1,0.0,58,6.0,0
Yên Bái,Trung du và miền núi Bắc Bộ,Vietnam,2024-12-29,23.4,15.1,0.0,58,6.0,0
An Giang,Đồng Bằng Sông Cửu Long,Vietnam,2024-12-30,30.4,17.3,0.0,61,8.0,0
Bà Rịa-Vũng Tàu,Đông Nam Bộ,Vietnam,2024-12-30,27.7,15.1,0.1,80,6.0,1
Bắc Giang,Trung du và miền núi Bắc Bộ,Vietnam,2024-12-30,21.4,11.9,0.0,69,5.0,0
Bắc Kạn,Trung du và miền núi Bắc Bộ,Vietnam,2024-12-30,18.3,4.3,0.0,82,4.0,0
Bạc Liêu,Đồng Bằng Sông Cửu Long,Vietnam,2024-12-30,30.3,10.1,0.2,77,7.0,1
Bắc Ninh,Đồng Bằng Sông Hồng,Vietnam,2024-12-30,21.4,11.9,0.0,69,5.0,0
Bến Tre,Đồng Bằng Sông Cửu Long,Vietnam,2024-12-30,30.3,8.6,0.0,77,8.0,0
Bình Định,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-12-30,24.2,21.4,1.6,91,5.0,1
Bình Dương,Đông Nam Bộ,Vietnam,2024-12-30,29.9,9.0,0.0,69,7.0,0
Bình Phước,Đông Nam Bộ,Vietnam,2024-12-30,27.7,7.2,0.0,81,7.0,0
Bình Thuận,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-12-30,27.5,10.8,0.0,79,6.0,0
Cà Mau,Đồng Bằng Sông Cửu Long,Vietnam,2024-12-30,31.2,11.5,0.0,71,8.0,0
Cần Thơ,Đồng Bằng Sông Cửu Long,Vietnam,2024-12-30,30.3,12.6,0.0,74,8.0,0
Cao Bằng,Trung du và miền núi Bắc Bộ,Vietnam,2024-12-30,16.4,6.1,0.0,81,4.0,0
Đà Nẵng,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-12-30,22.6,10.1,5.9,86,5.0,1
Đắk Lắk,Tây Nguyên,Vietnam,2024-12-30,26.3,18.9,0.0,78,6.0,0
Đắk Nông,Tây Nguyên,Vietnam,2024-12-30,26.3,18.9,0.0,78,6.0,0
Điện Biên,Trung du và miền núi Bắc Bộ,Vietnam,2024-12-30,24.2,5.0,0.0,70,5.0,0
Đồng Nai,Đông Nam Bộ,Vietnam,2024-12-30,29.9,9.0,0.0,69,7.0,0
Đồng Tháp,Đồng Bằng Sông Cửu Long,Vietnam,2024-12-30,30.6,13.3,0.0,69,8.0,0
Gia Lai,Tây Nguyên,Vietnam,2024-12-30,26.7,13.8,0.0,75,7.0,0
Hà Giang,Trung du và miền núi Bắc Bộ,Vietnam,2024-12-30,15.0,14.4,0.2,84,3.0,1
Hà Nam,Đồng Bằng Sông Hồng,Vietnam,2024-12-30,22.5,15.5,0.1,73,5.0,1
Hà Nội,Đồng Bằng Sông Hồng,Vietnam,2024-12-30,22.4,10.8,0.0,66,5.0,0
Hà Tĩnh,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-12-30,20.4,11.8,0.6,84,5.0,1
Hải Dương,Đồng Bằng Sông Hồng,Vietnam,2024-12-30,22.1,14.0,0.3,74,5.0,1
Hải Phòng,Đồng Bằng Sông Hồng,Vietnam,2024-12-30,22.9,14.0,0.1,74,5.0,1
Hậu Giang,Đồng Bằng Sông Cửu Long,Vietnam,2024-12-30,30.3,12.6,0.0,74,8.0,0
TP. Hồ Chí Minh,Đông Nam Bộ,Vietnam,2024-12-30,29.9,9.0,0.0,69,7.0,0
Hòa Bình,Trung du và miền núi Bắc Bộ,Vietnam,2024-12-30,19.6,5.8,0.0,76,4.0,0
Hưng Yên,Đồng Bằng Sông Hồng,Vietnam,2024-12-30,22.5,15.5,0.1,73,5.0,1
Khánh Hòa,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-12-30,26.4,16.9,0.6,84,6.0,1
Kiên Giang,Đồng Bằng Sông Cửu Long,Vietnam,2024-12-30,29.7,17.3,0.0,68,7.0,0
Kon Tum,Tây Nguyên,Vietnam,2024-12-30,26.7,13.8,0.0,75,7.0,0
Lai Châu,Trung du và miền núi Bắc Bộ,Vietnam,2024-12-30,16.7,4.3,0.4,79,4.0,1
Lâm Đồng,Tây Nguyên,Vietnam,2024-12-30,22.2,10.5,0.1,86,5.0,1
Lạng Sơn,Trung du và miền núi Bắc Bộ,Vietnam,2024-12-30,18.5,9.1,0.2,77,4.0,1
Lào Cai,Trung du và miền núi Bắc Bộ,Vietnam,2024-12-30,18.7,6.5,0.0,77,5.0,0
Long An,Đồng Bằng Sông Cửu Long,Vietnam,2024-12-30,30.2,10.1,0.0,75,8.0,0
Nam Định,Đồng Bằng Sông Hồng,Vietnam,2024-12-30,22.5,15.5,0.1,73,5.0,1
Nghệ An,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-12-30,21.0,11.9,0.1,82,5.0,1
Ninh Bình,Đồng Bằng Sông Hồng,Vietnam,2024-12-30,22.5,15.5,0.1,73,5.0,1
Ninh Thuận,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-12-30,26.1,28.4,0.4,83,6.0,1
Phú Thọ,Đồng Bằng Sông Hồng,Vietnam,2024-12-30,21.6,11.9,0.0,67,5.0,0
Phú Yên,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-12-30,24.2,21.4,1.6,91,5.0,1
Quảng Bình,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-12-30,21.2,14.0,2.4,86,5.0,1
Quảng Nam,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-12-30,22.6,10.1,5.9,86,5.0,1
Quảng Ngãi,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-12-30,23.1,11.9,0.5,90,5.0,1
Quảng Ninh,Trung du và miền núi Bắc Bộ,Vietnam,2024-12-30,19.7,19.1,0.0,84,4.0,0
Quảng Trị,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-12-30,22.6,11.3,4.2,91,5.0,1
Sóc Trăng,Đồng Bằng Sông Cửu Long,Vietnam,2024-12-30,30.3,10.1,0.2,77,7.0,1
Sơn La,Trung du và miền núi Bắc Bộ,Vietnam,2024-12-30,24.2,5.0,0.0,70,5.0,0
Tây Ninh,Đông Nam Bộ,Vietnam,2024-12-30,31.9,14.8,0.0,57,8.0,0
Thái Bình,Đồng Bằng Sông Hồng,Vietnam,2024-12-30,21.7,15.1,0.6,76,5.0,1
Thái Nguyên,Trung du và miền núi Bắc Bộ,Vietnam,2024-12-30,21.2,6.5,0.0,73,5.0,0
Thanh Hóa,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-12-30,24.1,14.0,0.8,78,5.0,1
Thừa Thiên - Huế,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-12-30,22.6,11.3,4.2,91,5.0,1
Tiền Giang,Đồng Bằng Sông Cửu Long,Vietnam,2024-12-30,30.3,8.6,0.0,77,8.0,0
Trà Vinh,Đồng Bằng Sông Cửu Long,Vietnam,2024-12-30,30.8,9.0,0.1,79,7.0,1
Tuyên Quang,Trung du và miền núi Bắc Bộ,Vietnam,2024-12-30,21.6,11.9,0.0,67,5.0,0
Vĩnh Long,Đồng Bằng Sông Cửu Long,Vietnam,2024-12-30,30.6,11.5,0.0,73,8.0,0
Vĩnh Phúc,Đồng Bằng Sông Hồng,Vietnam,2024-12-30,21.6,11.9,0.0,67,5.0,0
Yên Bái,Trung du và miền núi Bắc Bộ,Vietnam,2024-12-30,21.6,11.9,0.0,67,5.0,0
An Giang,Đồng Bằng Sông Cửu Long,Vietnam,2024-12-31,32.5,19.8,0.01,60,8.0,0
Bà Rịa-Vũng Tàu,Đông Nam Bộ,Vietnam,2024-12-31,26.9,15.8,0.26,81,6.0,1
Bắc Giang,Trung du và miền núi Bắc Bộ,Vietnam,2024-12-31,23.5,14.4,0.0,58,5.0,0
Bắc Kạn,Trung du và miền núi Bắc Bộ,Vietnam,2024-12-31,22.0,4.3,0.0,64,6.0,0
Bạc Liêu,Đồng Bằng Sông Cửu Long,Vietnam,2024-12-31,30.6,13.7,0.0,74,7.0,0
Bắc Ninh,Đồng Bằng Sông Hồng,Vietnam,2024-12-31,23.5,14.4,0.0,58,5.0,0
Bến Tre,Đồng Bằng Sông Cửu Long,Vietnam,2024-12-31,30.1,7.2,0.0,78,7.0,0
Bình Định,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-12-31,22.0,29.5,16.22,92,5.0,1
Bình Dương,Đông Nam Bộ,Vietnam,2024-12-31,30.3,10.1,0.0,74,7.0,0
Bình Phước,Đông Nam Bộ,Vietnam,2024-12-31,30.2,6.8,0.58,83,7.0,1
Bình Thuận,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-12-31,28.1,11.2,0.93,80,6.0,1
Cà Mau,Đồng Bằng Sông Cửu Long,Vietnam,2024-12-31,32.0,15.1,0.0,67,8.0,0
Cần Thơ,Đồng Bằng Sông Cửu Long,Vietnam,2024-12-31,31.0,14.4,0.0,74,8.0,0
Cao Bằng,Trung du và miền núi Bắc Bộ,Vietnam,2024-12-31,22.7,7.2,0.0,57,6.0,0
Đà Nẵng,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-12-31,21.0,14.0,9.44,91,5.0,1
Đắk Lắk,Tây Nguyên,Vietnam,2024-12-31,24.0,10.8,0.74,83,5.0,1
Đắk Nông,Tây Nguyên,Vietnam,2024-12-31,24.0,10.8,0.74,83,5.0,1
Điện Biên,Trung du và miền núi Bắc Bộ,Vietnam,2024-12-31,20.1,6.5,0.0,75,5.0,0
Đồng Nai,Đông Nam Bộ,Vietnam,2024-12-31,30.3,10.1,0.0,74,7.0,0
Đồng Tháp,Đồng Bằng Sông Cửu Long,Vietnam,2024-12-31,31.2,13.3,0.0,71,8.0,0
Gia Lai,Tây Nguyên,Vietnam,2024-12-31,25.1,18.7,0.04,80,6.0,0
Hà Giang,Trung du và miền núi Bắc Bộ,Vietnam,2024-12-31,10.9,8.6,0.66,86,3.0,1
Hà Nam,Đồng Bằng Sông Hồng,Vietnam,2024-12-31,22.3,13.7,0.2,61,5.0,1
Hà Nội,Đồng Bằng Sông Hồng,Vietnam,2024-12-31,21.7,13.0,0.0,59,5.0,0
Hà Tĩnh,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-12-31,19.5,16.2,5.63,88,4.0,1
Hải Dương,Đồng Bằng Sông Hồng,Vietnam,2024-12-31,24.1,7.9,0.0,63,5.0,0
Hải Phòng,Đồng Bằng Sông Hồng,Vietnam,2024-12-31,23.7,7.9,0.0,64,5.0,0
Hậu Giang,Đồng Bằng Sông Cửu Long,Vietnam,2024-12-31,31.0,14.4,0.0,74,8.0,0
TP. Hồ Chí Minh,Đông Nam Bộ,Vietnam,2024-12-31,30.3,10.1,0.0,74,7.0,0
Hòa Bình,Trung du và miền núi Bắc Bộ,Vietnam,2024-12-31,17.6,4.7,0.71,71,4.0,1
Hưng Yên,Đồng Bằng Sông Hồng,Vietnam,2024-12-31,22.3,13.7,0.2,61,5.0,1
Khánh Hòa,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-12-31,23.2,20.2,2.37,88,5.0,1
Kiên Giang,Đồng Bằng Sông Cửu Long,Vietnam,2024-12-31,30.1,18.0,0.23,69,8.0,1
Kon Tum,Tây Nguyên,Vietnam,2024-12-31,25.1,18.7,0.04,80,6.0,0
Lai Châu,Trung du và miền núi Bắc Bộ,Vietnam,2024-12-31,18.1,4.7,0.46,88,4.0,1
Lâm Đồng,Tây Nguyên,Vietnam,2024-12-31,17.9,11.7,0.17,92,4.0,1
Lạng Sơn,Trung du và miền núi Bắc Bộ,Vietnam,2024-12-31,22.4,12.2,0.0,61,6.0,0
Lào Cai,Trung du và miền núi Bắc Bộ,Vietnam,2024-12-31,15.0,4.0,0.08,81,4.0,0
Long An,Đồng Bằng Sông Cửu Long,Vietnam,2024-12-31,30.3,9.4,0.0,78,7.0,0
Nam Định,Đồng Bằng Sông Hồng,Vietnam,2024-12-31,22.3,13.7,0.2,61,5.0,1
Nghệ An,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-12-31,20.0,16.9,4.37,85,5.0,1
Ninh Bình,Đồng Bằng Sông Hồng,Vietnam,2024-12-31,22.3,13.7,0.2,61,5.0,1
Ninh Thuận,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-12-31,23.7,30.6,0.46,85,5.0,1
Phú Thọ,Đồng Bằng Sông Hồng,Vietnam,2024-12-31,20.4,7.2,0.02,68,5.0,0
Phú Yên,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-12-31,22.0,29.5,16.22,92,5.0,1
Quảng Bình,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-12-31,20.5,25.2,5.24,85,5.0,1
Quảng Nam,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-12-31,21.0,14.0,9.44,91,5.0,1
Quảng Ngãi,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-12-31,20.8,16.2,18.07,93,5.0,1
Quảng Ninh,Trung du và miền núi Bắc Bộ,Vietnam,2024-12-31,21.2,11.2,0.0,71,5.0,0
Quảng Trị,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-12-31,20.5,11.2,9.98,92,5.0,1
Sóc Trăng,Đồng Bằng Sông Cửu Long,Vietnam,2024-12-31,30.6,13.7,0.0,74,7.0,0
Sơn La,Trung du và miền núi Bắc Bộ,Vietnam,2024-12-31,20.1,6.5,0.0,75,5.0,0
Tây Ninh,Đông Nam Bộ,Vietnam,2024-12-31,33.9,18.4,0.0,59,8.0,0
Thái Bình,Đồng Bằng Sông Hồng,Vietnam,2024-12-31,22.2,12.6,0.0,63,5.0,0
Thái Nguyên,Trung du và miền núi Bắc Bộ,Vietnam,2024-12-31,22.9,8.6,0.0,61,5.0,0
Thanh Hóa,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-12-31,20.9,14.0,0.0,68,5.0,0
Thừa Thiên - Huế,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-12-31,20.5,11.2,9.98,92,5.0,1
Tiền Giang,Đồng Bằng Sông Cửu Long,Vietnam,2024-12-31,30.1,7.2,0.0,78,7.0,0
Trà Vinh,Đồng Bằng Sông Cửu Long,Vietnam,2024-12-31,30.9,9.0,0.0,78,8.0,0
Tuyên Quang,Trung du và miền núi Bắc Bộ,Vietnam,2024-12-31,20.4,7.2,0.02,68,5.0,0
Vĩnh Long,Đồng Bằng Sông Cửu Long,Vietnam,2024-12-31,30.9,9.4,0.0,75,8.0,0
Vĩnh Phúc,Đồng Bằng Sông Hồng,Vietnam,2024-12-31,20.4,7.2,0.02,68,5.0,0
Yên Bái,Trung du và miền núi Bắc Bộ,Vietnam,2024-12-31,20.4,7.2,0.02,68,5.0,0
An Giang,Đồng Bằng Sông Cửu Long,Vietnam,2025-01-01,31.6,22.7,0.0,62,8.0,0
Bà Rịa-Vũng Tàu,Đông Nam Bộ,Vietnam,2025-01-01,26.9,10.4,3.1,82,6.0,1
Bắc Giang,Trung du và miền núi Bắc Bộ,Vietnam,2025-01-01,25.1,16.9,0.0,54,7.0,0
Bắc Kạn,Trung du và miền núi Bắc Bộ,Vietnam,2025-01-01,24.1,6.5,0.0,63,6.0,0
Bạc Liêu,Đồng Bằng Sông Cửu Long,Vietnam,2025-01-01,28.9,10.1,0.3,74,6.0,1
Bắc Ninh,Đồng Bằng Sông Hồng,Vietnam,2025-01-01,25.1,16.9,0.0,54,7.0,0
Bến Tre,Đồng Bằng Sông Cửu Long,Vietnam,2025-01-01,30.7,6.0,0.4,80,7.0,1
Bình Định,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-01-01,23.8,23.4,0.6,88,5.0,1
Bình Dương,Đông Nam Bộ,Vietnam,2025-01-01,30.3,6.8,0.0,74,7.0,0
Bình Phước,Đông Nam Bộ,Vietnam,2025-01-01,29.7,6.1,2.9,85,6.0,1
Bình Thuận,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-01-01,26.7,12.0,6.0,85,6.0,1
Cà Mau,Đồng Bằng Sông Cửu Long,Vietnam,2025-01-01,31.5,15.8,0.0,69,8.0,0
Cần Thơ,Đồng Bằng Sông Cửu Long,Vietnam,2025-01-01,27.5,12.2,0.0,78,6.0,0
Cao Bằng,Trung du và miền núi Bắc Bộ,Vietnam,2025-01-01,23.0,7.6,0.0,62,6.0,0
Đà Nẵng,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-01-01,22.1,10.1,0.1,85,5.0,1
Đắk Lắk,Tây Nguyên,Vietnam,2025-01-01,25.3,13.6,0.0,78,6.0,0
Đắk Nông,Tây Nguyên,Vietnam,2025-01-01,25.3,13.6,0.0,78,6.0,0
Điện Biên,Trung du và miền núi Bắc Bộ,Vietnam,2025-01-01,24.0,6.5,0.0,67,5.0,0
Đồng Nai,Đông Nam Bộ,Vietnam,2025-01-01,30.3,6.8,0.0,74,7.0,0
Đồng Tháp,Đồng Bằng Sông Cửu Long,Vietnam,2025-01-01,29.4,13.7,0.0,74,6.0,0
Gia Lai,Tây Nguyên,Vietnam,2025-01-01,25.0,14.7,0.0,80,5.0,0
Hà Giang,Trung du và miền núi Bắc Bộ,Vietnam,2025-01-01,17.8,17.3,0.0,84,4.0,0
Hà Nam,Đồng Bằng Sông Hồng,Vietnam,2025-01-01,24.3,15.8,0.0,60,6.0,0
Hà Nội,Đồng Bằng Sông Hồng,Vietnam,2025-01-01,25.4,16.6,0.0,55,7.0,0
Hà Tĩnh,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-01-01,21.4,10.4,0.0,82,6.0,0
Hải Dương,Đồng Bằng Sông Hồng,Vietnam,2025-01-01,23.4,16.6,0.0,59,6.0,0
Hải Phòng,Đồng Bằng Sông Hồng,Vietnam,2025-01-01,23.7,15.8,0.0,60,6.0,0
Hậu Giang,Đồng Bằng Sông Cửu Long,Vietnam,2025-01-01,27.5,12.2,0.0,78,6.0,0
TP. Hồ Chí Minh,Đông Nam Bộ,Vietnam,2025-01-01,30.3,6.8,0.0,74,7.0,0
Hòa Bình,Trung du và miền núi Bắc Bộ,Vietnam,2025-01-01,24.0,9.4,0.0,65,6.0,0
Hưng Yên,Đồng Bằng Sông Hồng,Vietnam,2025-01-01,24.3,15.8,0.0,60,6.0,0
Khánh Hòa,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-01-01,25.0,16.2,0.8,83,6.0,1
Kiên Giang,Đồng Bằng Sông Cửu Long,Vietnam,2025-01-01,29.9,20.5,0.0,71,7.0,0
Kon Tum,Tây Nguyên,Vietnam,2025-01-01,25.0,14.7,0.0,80,5.0,0
Lai Châu,Trung du và miền núi Bắc Bộ,Vietnam,2025-01-01,18.7,3.2,0.0,77,5.0,0
Lâm Đồng,Tây Nguyên,Vietnam,2025-01-01,21.8,10.8,2.3,91,5.0,1
Lạng Sơn,Trung du và miền núi Bắc Bộ,Vietnam,2025-01-01,24.4,10.1,0.0,58,6.0,0
Lào Cai,Trung du và miền núi Bắc Bộ,Vietnam,2025-01-01,20.2,5.4,0.0,76,6.0,0
Long An,Đồng Bằng Sông Cửu Long,Vietnam,2025-01-01,29.5,8.6,0.0,77,6.0,0
Nam Định,Đồng Bằng Sông Hồng,Vietnam,2025-01-01,24.3,15.8,0.0,60,6.0,0
Nghệ An,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-01-01,21.5,11.2,0.0,80,6.0,0
Ninh Bình,Đồng Bằng Sông Hồng,Vietnam,2025-01-01,24.3,15.8,0.0,60,6.0,0
Ninh Thuận,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-01-01,24.3,27.0,1.4,82,5.0,1
Phú Thọ,Đồng Bằng Sông Hồng,Vietnam,2025-01-01,25.2,13.7,0.0,59,7.0,0
Phú Yên,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-01-01,23.8,23.4,0.6,88,5.0,1
Quảng Bình,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-01-01,21.5,14.0,0.0,77,5.0,0
Quảng Nam,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-01-01,22.1,10.1,0.1,85,5.0,1
Quảng Ngãi,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-01-01,22.1,15.9,0.2,92,5.0,1
Quảng Ninh,Trung du và miền núi Bắc Bộ,Vietnam,2025-01-01,21.0,13.0,0.0,67,6.0,0
Quảng Trị,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-01-01,22.4,7.2,0.1,86,5.0,1
Sóc Trăng,Đồng Bằng Sông Cửu Long,Vietnam,2025-01-01,28.9,10.1,0.3,74,6.0,1
Sơn La,Trung du và miền núi Bắc Bộ,Vietnam,2025-01-01,24.0,6.5,0.0,67,5.0,0
Tây Ninh,Đông Nam Bộ,Vietnam,2025-01-01,31.8,18.0,0.0,61,7.0,0
Thái Bình,Đồng Bằng Sông Hồng,Vietnam,2025-01-01,24.1,15.8,0.0,61,6.0,0
Thái Nguyên,Trung du và miền núi Bắc Bộ,Vietnam,2025-01-01,24.5,8.6,0.0,57,6.0,0
Thanh Hóa,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-01-01,23.6,14.0,0.0,65,6.0,0
Thừa Thiên - Huế,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-01-01,22.4,7.2,0.1,86,5.0,1
Tiền Giang,Đồng Bằng Sông Cửu Long,Vietnam,2025-01-01,30.7,6.0,0.4,80,7.0,1
Trà Vinh,Đồng Bằng Sông Cửu Long,Vietnam,2025-01-01,29.3,6.5,0.6,78,6.0,1
Tuyên Quang,Trung du và miền núi Bắc Bộ,Vietnam,2025-01-01,25.2,13.7,0.0,59,7.0,0
Vĩnh Long,Đồng Bằng Sông Cửu Long,Vietnam,2025-01-01,29.1,9.7,0.0,77,6.0,0
Vĩnh Phúc,Đồng Bằng Sông Hồng,Vietnam,2025-01-01,25.2,13.7,0.0,59,7.0,0
Yên Bái,Trung du và miền núi Bắc Bộ,Vietnam,2025-01-01,25.2,13.7,0.0,59,7.0,0
An Giang,Đồng Bằng Sông Cửu Long,Vietnam,2025-01-02,29.4,19.1,0.0,65,6.0,0
Bà Rịa-Vũng Tàu,Đông Nam Bộ,Vietnam,2025-01-02,26.9,12.2,7.4,78,6.0,1
Bắc Giang,Trung du và miền núi Bắc Bộ,Vietnam,2025-01-02,26.2,12.2,0.0,60,7.0,0
Bắc Kạn,Trung du và miền núi Bắc Bộ,Vietnam,2025-01-02,24.2,4.0,0.0,62,6.0,0
Bạc Liêu,Đồng Bằng Sông Cửu Long,Vietnam,2025-01-02,27.8,10.1,1.2,79,6.0,1
Bắc Ninh,Đồng Bằng Sông Hồng,Vietnam,2025-01-02,26.2,12.2,0.0,60,7.0,0
Bến Tre,Đồng Bằng Sông Cửu Long,Vietnam,2025-01-02,28.9,7.9,0.0,79,6.0,0
Bình Định,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-01-02,24.5,20.7,2.6,89,5.0,1
Bình Dương,Đông Nam Bộ,Vietnam,2025-01-02,29.1,7.6,0.3,71,6.0,1
Bình Phước,Đông Nam Bộ,Vietnam,2025-01-02,28.8,6.8,9.3,82,6.0,1
Bình Thuận,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-01-02,28.0,11.2,5.7,86,6.0,1
Cà Mau,Đồng Bằng Sông Cửu Long,Vietnam,2025-01-02,29.2,8.6,0.0,72,6.0,0
Cần Thơ,Đồng Bằng Sông Cửu Long,Vietnam,2025-01-02,29.3,10.4,0.0,77,6.0,0
Cao Bằng,Trung du và miền núi Bắc Bộ,Vietnam,2025-01-02,22.5,4.7,0.0,60,6.0,0
Đà Nẵng,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-01-02,21.5,10.8,0.9,88,5.0,1
Đắk Lắk,Tây Nguyên,Vietnam,2025-01-02,25.2,12.9,0.0,85,6.0,0
Đắk Nông,Tây Nguyên,Vietnam,2025-01-02,25.2,12.9,0.0,85,6.0,0
Điện Biên,Trung du và miền núi Bắc Bộ,Vietnam,2025-01-02,24.8,5.8,0.0,69,5.0,0
Đồng Nai,Đông Nam Bộ,Vietnam,2025-01-02,29.1,7.6,0.3,71,6.0,1
Đồng Tháp,Đồng Bằng Sông Cửu Long,Vietnam,2025-01-02,27.8,11.5,0.0,76,6.0,0
Gia Lai,Tây Nguyên,Vietnam,2025-01-02,26.2,13.5,0.0,79,6.0,0
Hà Giang,Trung du và miền núi Bắc Bộ,Vietnam,2025-01-02,15.1,14.0,0.3,85,4.0,1
Hà Nam,Đồng Bằng Sông Hồng,Vietnam,2025-01-02,25.3,16.9,0.0,70,7.0,0
Hà Nội,Đồng Bằng Sông Hồng,Vietnam,2025-01-02,25.8,11.9,0.0,60,7.0,0
Hà Tĩnh,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-01-02,21.1,13.4,0.1,86,5.0,1
Hải Dương,Đồng Bằng Sông Hồng,Vietnam,2025-01-02,24.8,17.3,0.0,66,6.0,0
Hải Phòng,Đồng Bằng Sông Hồng,Vietnam,2025-01-02,25.3,16.6,0.0,65,7.0,0
Hậu Giang,Đồng Bằng Sông Cửu Long,Vietnam,2025-01-02,29.3,10.4,0.0,77,6.0,0
TP. Hồ Chí Minh,Đông Nam Bộ,Vietnam,2025-01-02,29.1,7.6,0.3,71,6.0,1
Hòa Bình,Trung du và miền núi Bắc Bộ,Vietnam,2025-01-02,25.5,6.8,0.0,67,7.0,0
Hưng Yên,Đồng Bằng Sông Hồng,Vietnam,2025-01-02,25.3,16.9,0.0,70,7.0,0
Khánh Hòa,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-01-02,25.7,13.7,2.7,87,6.0,1
Kiên Giang,Đồng Bằng Sông Cửu Long,Vietnam,2025-01-02,29.1,12.2,0.0,71,6.0,0
Kon Tum,Tây Nguyên,Vietnam,2025-01-02,26.2,13.5,0.0,79,6.0,0
Lai Châu,Trung du và miền núi Bắc Bộ,Vietnam,2025-01-02,16.8,6.1,3.5,78,4.0,1
Lâm Đồng,Tây Nguyên,Vietnam,2025-01-02,21.7,14.5,1.4,95,5.0,1
Lạng Sơn,Trung du và miền núi Bắc Bộ,Vietnam,2025-01-02,24.7,5.0,0.0,57,6.0,0
Lào Cai,Trung du và miền núi Bắc Bộ,Vietnam,2025-01-02,20.2,6.1,0.0,75,6.0,0
Long An,Đồng Bằng Sông Cửu Long,Vietnam,2025-01-02,29.0,9.7,0.0,76,6.0,0
Nam Định,Đồng Bằng Sông Hồng,Vietnam,2025-01-02,25.3,16.9,0.0,70,7.0,0
Nghệ An,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-01-02,21.2,10.8,0.0,84,5.0,0
